Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,ITEM0403,Beverages,2011,OUT001,Tier 3,Medium,Grocery Store,0.031091644,3.9,2765,2
Low Fat,ITEM0425,Beverages,2012,OUT004,Tier 3,Small,Grocery Store,0.036901127,4.2,2314,2
Low Fat,ITEM0455,Beverages,2007,OUT005,Tier 3,Small,Grocery Store,0.05325481,0.6,2553,2
Low Fat,ITEM0559,Beverages,2019,OUT009,Tier 3,Medium,Grocery Store,0.056570579,3.6,1676,1
Low Fat,ITEM0568,Beverages,2020,OUT001,Tier 3,Small,Grocery Store,0.077916282,3.4,896,3
Low Fat,ITEM0638,Beverages,2008,OUT010,Tier 3,Medium,Grocery Store,0.078832793,1.5,2840,3
Low Fat,ITEM0678,Beverages,2012,OUT006,Tier 3,Medium,Grocery Store,0.091490511,4.8,638,3
Low Fat,ITEM0713,Beverages,2020,OUT005,Tier 3,Medium,Grocery Store,0.012412303,1.2,711,3
Low Fat,ITEM0748,Beverages,2004,OUT004,Tier 3,Small,Grocery Store,0.071365178,1.7,809,3
Regular,ITEM0750,Beverages,2009,OUT005,Tier 3,Large,Grocery Store,0.025381626,3.7,569,3
Regular,ITEM0780,Beverages,2016,OUT008,Tier 3,Medium,Grocery Store,0.033744014,4,2957,5
Low Fat,ITEM0809,Beverages,2002,OUT007,Tier 3,Small,Grocery Store,0.077328373,1.2,123,4
Regular,ITEM0898,Beverages,2018,OUT010,Tier 3,Large,Grocery Store,0.026801436,2,789,1
Low Fat,ITEM0935,Beverages,2002,OUT008,Tier 3,Medium,Grocery Store,0.064023464,1.9,1898,5
Regular,ITEM0977,Beverages,2000,OUT004,Tier 3,Large,Grocery Store,0.063210507,1.4,1113,1
Low Fat,ITEM0992,Beverages,2005,OUT003,Tier 3,Medium,Grocery Store,0.096018892,4,376,3
Regular,ITEM0998,Beverages,2014,OUT009,Tier 3,Small,Grocery Store,0.083383254,2.9,2009,4
Regular,ITEM1043,Beverages,2003,OUT005,Tier 3,Small,Grocery Store,0.059773474,2.4,2159,0
Low Fat,ITEM1119,Beverages,2009,OUT002,Tier 3,Large,Grocery Store,0.036830452,4.7,2846,4
Low Fat,ITEM1174,Beverages,2002,OUT005,Tier 3,Large,Grocery Store,0.09339255,2.4,1254,1
Regular,ITEM1177,Beverages,2000,OUT004,Tier 3,Medium,Grocery Store,0.03819362,2.9,75,1
Regular,ITEM1210,Beverages,2015,OUT010,Tier 3,Large,Grocery Store,0.009938469,3.8,2912,2
Low Fat,ITEM1220,Beverages,2007,OUT001,Tier 3,Medium,Grocery Store,0.070694556,0,1318,5
Low Fat,ITEM1246,Beverages,2001,OUT004,Tier 3,Large,Grocery Store,0.052654791,4.2,586,1
Regular,ITEM1271,Beverages,2009,OUT007,Tier 3,Medium,Grocery Store,0.091557177,1.7,894,3
Low Fat,ITEM1285,Beverages,2020,OUT009,Tier 3,Large,Grocery Store,0.087612044,1.8,518,3
Regular,ITEM1382,Beverages,2000,OUT006,Tier 3,Large,Grocery Store,0.074852247,2,2264,3
Regular,ITEM1447,Beverages,2000,OUT007,Tier 3,Small,Grocery Store,0.017116947,2.8,2402,3
Regular,ITEM1464,Beverages,2009,OUT007,Tier 3,Medium,Grocery Store,0.014297131,1.6,1188,0
Regular,ITEM1471,Beverages,2020,OUT008,Tier 3,Large,Grocery Store,0.099783407,4.5,2977,1
Low Fat,ITEM1491,Beverages,2014,OUT005,Tier 3,Medium,Grocery Store,0.031997571,3.2,622,1
Regular,ITEM1500,Beverages,2017,OUT002,Tier 3,Large,Grocery Store,0.00486101,2.7,1035,4
Regular,ITEM1516,Beverages,2005,OUT008,Tier 3,Medium,Grocery Store,0.035481573,3.6,1802,1
Low Fat,ITEM1531,Beverages,2009,OUT006,Tier 3,Small,Grocery Store,0.06941438,0.8,2794,3
Low Fat,ITEM1536,Beverages,2014,OUT003,Tier 3,Medium,Grocery Store,0.061692022,1.6,1340,3
Low Fat,ITEM1557,Beverages,2012,OUT004,Tier 3,Large,Grocery Store,0.011365237,3.1,1875,1
Regular,ITEM1559,Beverages,2018,OUT005,Tier 3,Small,Grocery Store,0.068467835,4.1,1236,2
Low Fat,ITEM1778,Beverages,2005,OUT001,Tier 3,Small,Grocery Store,0.085685468,0,2847,2
Low Fat,ITEM1800,Beverages,2016,OUT001,Tier 3,Medium,Grocery Store,0.039526585,4.4,2860,0
Regular,ITEM1839,Beverages,2016,OUT006,Tier 3,Small,Grocery Store,0.032443293,0.5,1682,4
Regular,ITEM1880,Beverages,2013,OUT008,Tier 3,Large,Grocery Store,0.002929322,4.7,2690,1
Low Fat,ITEM1899,Beverages,2011,OUT007,Tier 3,Large,Grocery Store,0.061635539,4.3,2147,3
Low Fat,ITEM1987,Beverages,2005,OUT002,Tier 3,Small,Grocery Store,0.007229923,4.8,406,4
Regular,ITEM2034,Beverages,2015,OUT006,Tier 3,Small,Grocery Store,0.01395621,1.5,1340,1
Regular,ITEM2076,Beverages,2015,OUT009,Tier 3,Medium,Grocery Store,0.033921601,3.6,2841,4
Regular,ITEM2265,Beverages,2017,OUT005,Tier 3,Large,Grocery Store,0.061292718,3.4,246,5
Regular,ITEM2313,Beverages,2003,OUT005,Tier 3,Medium,Grocery Store,0.030175841,4,861,1
Low Fat,ITEM2339,Beverages,2002,OUT004,Tier 3,Medium,Grocery Store,0.031934423,0.1,540,2
Regular,ITEM2373,Beverages,2005,OUT006,Tier 3,Medium,Grocery Store,0.070192008,2.4,2980,0
Low Fat,ITEM2384,Beverages,2019,OUT004,Tier 3,Small,Grocery Store,0.056561201,4.5,794,4
Regular,ITEM2446,Beverages,2012,OUT009,Tier 3,Large,Grocery Store,0.014670851,1.7,599,0
Low Fat,ITEM2464,Beverages,2009,OUT007,Tier 3,Medium,Grocery Store,0.04214683,4.8,1082,5
Regular,ITEM2473,Beverages,2000,OUT009,Tier 3,Small,Grocery Store,0.039239652,1.4,1811,2
Low Fat,ITEM2502,Beverages,2003,OUT003,Tier 3,Large,Grocery Store,0.086278009,2.1,2024,2
Low Fat,ITEM2532,Beverages,2014,OUT010,Tier 3,Large,Grocery Store,0.012895383,4.9,2751,1
Regular,ITEM2736,Beverages,2000,OUT007,Tier 3,Medium,Grocery Store,0.081958848,2.4,1983,2
Low Fat,ITEM2747,Beverages,2013,OUT002,Tier 3,Small,Grocery Store,0.04934387,4.8,2341,4
Regular,ITEM2750,Beverages,2019,OUT005,Tier 3,Medium,Grocery Store,0.068377913,0,2769,5
Low Fat,ITEM2805,Beverages,2010,OUT009,Tier 3,Large,Grocery Store,0.037673822,2,1253,2
Low Fat,ITEM2887,Beverages,2014,OUT008,Tier 3,Medium,Grocery Store,0.024526128,2.9,1223,4
Regular,ITEM2909,Beverages,2020,OUT002,Tier 3,Medium,Grocery Store,0.033386248,5,2230,1
Low Fat,ITEM2915,Beverages,2006,OUT005,Tier 3,Small,Grocery Store,0.073528519,2.7,1134,1
Regular,ITEM2922,Beverages,2019,OUT008,Tier 3,Large,Grocery Store,0.034070008,4.8,135,1
Low Fat,ITEM2931,Beverages,2017,OUT009,Tier 3,Small,Grocery Store,0.018769453,2.4,560,4
Regular,ITEM0100,Snacks,2000,OUT007,Tier 1,Large,Grocery Store,0.003602125,0.1,789,1
Regular,ITEM0168,Snacks,2011,OUT008,Tier 1,Small,Grocery Store,0.0117308,1.3,657,3
Low Fat,ITEM0310,Snacks,2001,OUT003,Tier 1,Medium,Grocery Store,0.009492879,1.5,633,1
Low Fat,ITEM0314,Snacks,2019,OUT003,Tier 1,Small,Grocery Store,0.054515434,0.7,398,2
Regular,ITEM0333,Snacks,2011,OUT002,Tier 1,Medium,Grocery Store,0.054289938,4.2,2507,2
Low Fat,ITEM0341,Snacks,2008,OUT001,Tier 1,Medium,Grocery Store,0.055681494,4,203,2
Low Fat,ITEM0351,Snacks,2010,OUT001,Tier 1,Large,Grocery Store,0.065154821,0.3,1760,1
Low Fat,ITEM0436,Snacks,2018,OUT003,Tier 1,Small,Grocery Store,0.050042072,4,370,3
Regular,ITEM0485,Snacks,2009,OUT002,Tier 1,Large,Grocery Store,0.002607804,3.7,1235,5
Regular,ITEM0500,Snacks,2005,OUT005,Tier 1,Medium,Grocery Store,0.053671717,0.5,2301,3
Regular,ITEM0570,Snacks,2013,OUT004,Tier 1,Medium,Grocery Store,0.09908821,1.4,2428,5
Low Fat,ITEM0610,Snacks,2006,OUT009,Tier 1,Medium,Grocery Store,0.095219021,2.1,1185,4
Low Fat,ITEM0670,Snacks,2018,OUT008,Tier 1,Medium,Grocery Store,0.084056107,4.6,2601,3
Low Fat,ITEM0763,Snacks,2014,OUT003,Tier 1,Large,Grocery Store,0.065914971,3.7,601,3
Regular,ITEM0797,Snacks,2011,OUT007,Tier 1,Small,Grocery Store,0.063700763,0.2,1106,4
Low Fat,ITEM0820,Snacks,2009,OUT010,Tier 1,Large,Grocery Store,0.035668295,4.2,755,2
Regular,ITEM0834,Snacks,2003,OUT005,Tier 1,Large,Grocery Store,0.00396631,2.2,43,5
Regular,ITEM0854,Snacks,2007,OUT010,Tier 1,Small,Grocery Store,0.049744391,4.3,1785,1
Regular,ITEM0883,Snacks,2003,OUT003,Tier 1,Medium,Grocery Store,0.073708068,1.5,874,5
Regular,ITEM1028,Snacks,2013,OUT007,Tier 1,Medium,Grocery Store,0.02501675,0.5,2221,1
Low Fat,ITEM1097,Snacks,2002,OUT004,Tier 1,Small,Grocery Store,0.000933182,3.6,824,2
Regular,ITEM1105,Snacks,2005,OUT005,Tier 1,Large,Grocery Store,0.074805898,4.7,343,2
Regular,ITEM1139,Snacks,2020,OUT006,Tier 1,Medium,Grocery Store,0.09683276,0.3,98,0
Low Fat,ITEM1142,Snacks,2007,OUT005,Tier 1,Medium,Grocery Store,0.084605102,3.2,1467,2
Regular,ITEM1186,Snacks,2019,OUT001,Tier 1,Small,Grocery Store,0.054892088,4.1,1070,2
Regular,ITEM1199,Snacks,2008,OUT006,Tier 1,Small,Grocery Store,0.016600212,2.2,100,1
Low Fat,ITEM1217,Snacks,2001,OUT010,Tier 1,Medium,Grocery Store,0.073672113,3.5,821,2
Low Fat,ITEM1247,Snacks,2002,OUT005,Tier 1,Small,Grocery Store,0.008503409,0.5,1948,2
Low Fat,ITEM1249,Snacks,2001,OUT009,Tier 1,Large,Grocery Store,0.086963259,4.6,17,2
Regular,ITEM1280,Snacks,2005,OUT002,Tier 1,Medium,Grocery Store,0.038233545,0.2,555,4
Regular,ITEM1310,Snacks,2010,OUT005,Tier 1,Medium,Grocery Store,0.031591653,3.6,2734,4
Low Fat,ITEM1401,Snacks,2013,OUT002,Tier 1,Medium,Grocery Store,0.023517628,0.8,1356,0
Low Fat,ITEM1415,Snacks,2020,OUT002,Tier 1,Small,Grocery Store,0.076087942,1,1948,4
Regular,ITEM1457,Snacks,2016,OUT008,Tier 1,Small,Grocery Store,0.088834968,0.9,1492,4
Low Fat,ITEM1470,Snacks,2010,OUT007,Tier 1,Small,Grocery Store,0.035821743,0.2,344,2
Low Fat,ITEM1485,Snacks,2011,OUT001,Tier 1,Small,Grocery Store,0.081457918,4.2,2815,3
Regular,ITEM1558,Snacks,2006,OUT005,Tier 1,Medium,Grocery Store,0.002491132,2.4,718,2
Regular,ITEM1626,Snacks,2017,OUT009,Tier 1,Medium,Grocery Store,0.059690394,3.5,1764,3
Low Fat,ITEM1635,Snacks,2010,OUT010,Tier 1,Medium,Grocery Store,0.036001454,1,1439,2
Regular,ITEM1640,Snacks,2001,OUT005,Tier 1,Large,Grocery Store,0.040392125,4.2,2339,2
Regular,ITEM1641,Snacks,2004,OUT009,Tier 1,Small,Grocery Store,0.01262263,3.2,960,2
Low Fat,ITEM1728,Snacks,2020,OUT001,Tier 1,Small,Grocery Store,0.057399505,0.4,1140,1
Regular,ITEM1794,Snacks,2017,OUT005,Tier 1,Medium,Grocery Store,0.043777309,2.5,2935,3
Regular,ITEM1836,Snacks,2003,OUT007,Tier 1,Small,Grocery Store,0.057622677,0.8,1767,1
Regular,ITEM1854,Snacks,2015,OUT009,Tier 1,Small,Grocery Store,0.03642636,2.2,2429,3
Low Fat,ITEM1992,Snacks,2000,OUT005,Tier 1,Large,Grocery Store,0.079915867,4.6,1085,0
Low Fat,ITEM2030,Snacks,2007,OUT008,Tier 1,Large,Grocery Store,0.009115983,3.4,163,2
Low Fat,ITEM2038,Snacks,2002,OUT010,Tier 1,Small,Grocery Store,0.068201009,2.7,1446,2
Regular,ITEM2122,Snacks,2001,OUT002,Tier 1,Small,Grocery Store,0.015571136,2.1,193,3
Regular,ITEM2208,Snacks,2020,OUT002,Tier 1,Medium,Grocery Store,0.064708671,0.8,309,2
Low Fat,ITEM2228,Snacks,2010,OUT009,Tier 1,Large,Grocery Store,0.07564841,2.9,864,3
Low Fat,ITEM2243,Snacks,2003,OUT010,Tier 1,Large,Grocery Store,0.037592379,4.9,883,0
Low Fat,ITEM2246,Snacks,2001,OUT005,Tier 1,Large,Grocery Store,0.020979215,0.6,1271,4
Low Fat,ITEM2334,Snacks,2005,OUT003,Tier 1,Small,Grocery Store,0.072696033,3.5,1981,4
Low Fat,ITEM2359,Snacks,2013,OUT004,Tier 1,Large,Grocery Store,0.050728712,4.1,1804,2
Regular,ITEM2374,Snacks,2006,OUT001,Tier 1,Medium,Grocery Store,0.020009199,2.7,1952,1
Low Fat,ITEM2375,Snacks,2011,OUT002,Tier 1,Small,Grocery Store,0.073628048,2.8,1451,4
Regular,ITEM2435,Snacks,2003,OUT006,Tier 1,Small,Grocery Store,0.041702053,4.4,431,1
Regular,ITEM2479,Snacks,2000,OUT001,Tier 1,Small,Grocery Store,0.021990897,3.7,983,1
Low Fat,ITEM2487,Snacks,2005,OUT008,Tier 1,Medium,Grocery Store,0.030959142,1.7,2813,5
Low Fat,ITEM2499,Snacks,2005,OUT009,Tier 1,Medium,Grocery Store,0.006157367,2.7,2815,3
Low Fat,ITEM2514,Snacks,2003,OUT010,Tier 1,Large,Grocery Store,0.031759239,2.6,2473,0
Regular,ITEM2594,Snacks,2007,OUT005,Tier 1,Large,Grocery Store,0.051561364,4.6,2530,2
Low Fat,ITEM2601,Snacks,2013,OUT004,Tier 1,Medium,Grocery Store,0.077269362,0.5,1516,4
Regular,ITEM2612,Snacks,2011,OUT002,Tier 1,Large,Grocery Store,0.097042965,2.1,1740,1
Low Fat,ITEM2628,Snacks,2007,OUT010,Tier 1,Large,Grocery Store,0.060018785,4.2,2693,1
Regular,ITEM2721,Snacks,2017,OUT004,Tier 1,Small,Grocery Store,0.03366663,2.7,504,3
Low Fat,ITEM2858,Snacks,2003,OUT002,Tier 1,Large,Grocery Store,0.067404925,3.1,642,2
Regular,ITEM2883,Snacks,2012,OUT008,Tier 1,Large,Grocery Store,0.029338685,2,2812,1
Regular,ITEM2891,Snacks,2009,OUT008,Tier 1,Large,Grocery Store,0.022220055,3.9,2403,2
Regular,ITEM2918,Snacks,2002,OUT009,Tier 1,Large,Grocery Store,0.097104823,3.8,501,1
Regular,ITEM2955,Snacks,2014,OUT006,Tier 1,Large,Grocery Store,0.039253477,4.8,886,3
Low Fat,ITEM2976,Snacks,2007,OUT002,Tier 1,Small,Grocery Store,0.089601327,0.2,1324,1
Regular,ITEM0020,Bakery Products,2009,OUT003,Tier 1,Large,Grocery Store,0.030581096,4.1,2708,2
Low Fat,ITEM0024,Bakery Products,2012,OUT008,Tier 1,Medium,Grocery Store,0.089759506,1.2,2667,3
Regular,ITEM0025,Beverages,2018,OUT006,Tier 1,Small,Grocery Store,0.009112668,1.9,1373,5
Regular,ITEM0031,Dairy Products,2010,OUT004,Tier 1,Large,Grocery Store,0.075238261,3.9,2064,1
Low Fat,ITEM0050,Beverages,2011,OUT009,Tier 1,Small,Grocery Store,0.00147465,3.1,1794,2
Low Fat,ITEM0082,Bakery Products,2018,OUT005,Tier 1,Large,Grocery Store,0.017539623,1.7,579,4
Regular,ITEM0088,Dairy Products,2008,OUT005,Tier 1,Small,Grocery Store,0.034011407,3.1,867,1
Low Fat,ITEM0102,Dairy Products,2010,OUT010,Tier 1,Large,Grocery Store,0.051826924,2.2,1047,4
Regular,ITEM0154,Beverages,2010,OUT008,Tier 1,Small,Grocery Store,0.03612642,0.1,2545,1
Regular,ITEM0180,Dairy Products,2015,OUT002,Tier 1,Medium,Grocery Store,0.059505166,4.2,1079,5
Regular,ITEM0189,Bakery Products,2018,OUT007,Tier 1,Small,Grocery Store,0.028573656,1.4,2090,0
Regular,ITEM0222,Beverages,2004,OUT004,Tier 1,Small,Grocery Store,0.011534153,0.9,1349,5
Low Fat,ITEM0230,Dairy Products,2014,OUT009,Tier 1,Medium,Grocery Store,0.099317642,0,903,1
Low Fat,ITEM0237,Beverages,2013,OUT009,Tier 1,Small,Grocery Store,0.075929095,4.7,1861,1
Regular,ITEM0238,Beverages,2011,OUT006,Tier 1,Large,Grocery Store,0.009083904,4,2059,3
Low Fat,ITEM0252,Dairy Products,2008,OUT008,Tier 1,Large,Grocery Store,0.097863718,2.6,644,2
Low Fat,ITEM0253,Dairy Products,2006,OUT002,Tier 1,Small,Grocery Store,0.011925792,4.2,669,2
Low Fat,ITEM0270,Beverages,2010,OUT004,Tier 1,Small,Grocery Store,0.025261112,2.2,2894,1
Regular,ITEM0280,Beverages,2020,OUT010,Tier 1,Small,Grocery Store,0.039237032,1.5,1411,1
Regular,ITEM0302,Bakery Products,2017,OUT004,Tier 1,Small,Grocery Store,0.003916501,3.5,2526,2
Low Fat,ITEM0309,Beverages,2016,OUT005,Tier 1,Medium,Grocery Store,0.034057366,4.1,516,3
Low Fat,ITEM0317,Dairy Products,2019,OUT007,Tier 1,Medium,Grocery Store,0.05647855,1.3,551,1
Regular,ITEM0326,Beverages,2015,OUT004,Tier 1,Small,Grocery Store,0.09706924,0.3,2182,4
Regular,ITEM0346,Beverages,2020,OUT010,Tier 1,Small,Grocery Store,0.026588828,3.6,1118,4
Regular,ITEM0370,Beverages,2017,OUT004,Tier 1,Large,Grocery Store,0.003070011,1.8,458,3
Low Fat,ITEM0380,Dairy Products,2001,OUT002,Tier 1,Small,Grocery Store,0.093764273,2.3,1334,2
Low Fat,ITEM0381,Bakery Products,2018,OUT009,Tier 1,Medium,Grocery Store,0.098148796,3.6,1827,2
Regular,ITEM0386,Dairy Products,2002,OUT006,Tier 1,Small,Grocery Store,0.07348477,2.8,54,3
Regular,ITEM0389,Dairy Products,2003,OUT007,Tier 1,Large,Grocery Store,0.095826363,2.3,1280,3
Regular,ITEM0392,Dairy Products,2015,OUT002,Tier 1,Medium,Grocery Store,0.0746449,2.9,2089,1
Regular,ITEM0424,Beverages,2015,OUT003,Tier 1,Large,Grocery Store,0.0116077,0.1,1364,3
Regular,ITEM0433,Bakery Products,2019,OUT001,Tier 1,Large,Grocery Store,0.060914404,1.3,879,2
Low Fat,ITEM0437,Dairy Products,2008,OUT005,Tier 1,Small,Grocery Store,0.041933841,0,1446,4
Low Fat,ITEM0442,Bakery Products,2016,OUT006,Tier 1,Medium,Grocery Store,0.028716073,2.7,648,5
Regular,ITEM0508,Dairy Products,2006,OUT001,Tier 1,Small,Grocery Store,0.084575062,0.4,2564,0
Low Fat,ITEM0515,Dairy Products,2012,OUT001,Tier 1,Medium,Grocery Store,0.026088347,1.4,380,3
Regular,ITEM0517,Bakery Products,2017,OUT010,Tier 1,Small,Grocery Store,0.03737702,4,2562,1
Low Fat,ITEM0569,Dairy Products,2008,OUT010,Tier 1,Small,Grocery Store,0.080647149,1.2,2600,1
Low Fat,ITEM0583,Beverages,2019,OUT006,Tier 1,Small,Grocery Store,0.003926835,5,1102,4
Regular,ITEM0587,Bakery Products,2008,OUT005,Tier 1,Medium,Grocery Store,0.059571472,4.7,2041,0
Low Fat,ITEM0590,Beverages,2008,OUT010,Tier 1,Small,Grocery Store,0.01861807,1.6,1736,2
Low Fat,ITEM0593,Dairy Products,2005,OUT010,Tier 1,Medium,Grocery Store,0.010886102,1.2,1983,1
Low Fat,ITEM0618,Beverages,2005,OUT005,Tier 1,Large,Grocery Store,0.00331178,1.9,573,3
Regular,ITEM0657,Beverages,2014,OUT006,Tier 1,Large,Grocery Store,0.053330595,3.9,1499,4
Low Fat,ITEM0692,Beverages,2019,OUT008,Tier 1,Small,Grocery Store,0.011182594,1.3,1494,2
Low Fat,ITEM0747,Beverages,2011,OUT001,Tier 1,Small,Grocery Store,0.06014252,0.7,18,2
Low Fat,ITEM0751,Beverages,2001,OUT001,Tier 1,Medium,Grocery Store,0.041665692,3.3,879,1
Regular,ITEM0755,Dairy Products,2018,OUT005,Tier 1,Medium,Grocery Store,0.024219662,0.6,1078,0
Regular,ITEM0782,Dairy Products,2020,OUT005,Tier 1,Medium,Grocery Store,0.029110421,3,768,4
Regular,ITEM0827,Beverages,2016,OUT003,Tier 1,Medium,Grocery Store,0.086298462,2.4,2646,3
Low Fat,ITEM0859,Bakery Products,2002,OUT005,Tier 1,Medium,Grocery Store,0.062070033,3.5,2362,4
Regular,ITEM0860,Beverages,2017,OUT010,Tier 1,Small,Grocery Store,0.05511493,1.9,1793,2
Regular,ITEM0874,Beverages,2014,OUT007,Tier 1,Small,Grocery Store,0.060519831,2.8,2073,3
Regular,ITEM0913,Bakery Products,2010,OUT006,Tier 1,Medium,Grocery Store,0.021715294,4.5,2309,3
Regular,ITEM0951,Dairy Products,2005,OUT009,Tier 1,Medium,Grocery Store,0.036366394,1.6,1620,1
Regular,ITEM0967,Bakery Products,2012,OUT006,Tier 1,Large,Grocery Store,0.044749966,0.7,1952,2
Regular,ITEM1000,Beverages,2008,OUT010,Tier 1,Medium,Grocery Store,0.056826,2.3,97,1
Low Fat,ITEM1002,Beverages,2007,OUT007,Tier 1,Medium,Grocery Store,0.056246603,0.4,1049,1
Regular,ITEM1008,Dairy Products,2003,OUT010,Tier 1,Large,Grocery Store,0.048709287,2.6,439,2
Low Fat,ITEM1014,Dairy Products,2017,OUT004,Tier 1,Large,Grocery Store,0.096526119,1.9,1047,0
Regular,ITEM1021,Dairy Products,2018,OUT007,Tier 1,Large,Grocery Store,0.044174186,0.8,921,3
Regular,ITEM1026,Dairy Products,2009,OUT008,Tier 1,Medium,Grocery Store,0.079862457,0.9,524,4
Regular,ITEM1063,Bakery Products,2002,OUT005,Tier 1,Large,Grocery Store,0.037049011,1.4,2344,1
Low Fat,ITEM1079,Beverages,2005,OUT009,Tier 1,Large,Grocery Store,0.051470911,1,2608,1
Low Fat,ITEM1085,Bakery Products,2013,OUT004,Tier 1,Medium,Grocery Store,0.054520872,4.8,2927,4
Low Fat,ITEM1091,Beverages,2016,OUT002,Tier 1,Large,Grocery Store,0.01908478,4.8,2343,5
Regular,ITEM1108,Beverages,2012,OUT009,Tier 1,Medium,Grocery Store,0.006194268,3.2,1117,4
Regular,ITEM1118,Dairy Products,2006,OUT007,Tier 1,Small,Grocery Store,0.022691987,2,27,3
Regular,ITEM1130,Dairy Products,2012,OUT003,Tier 1,Medium,Grocery Store,0.086036014,0.6,1686,1
Regular,ITEM1152,Dairy Products,2020,OUT001,Tier 1,Large,Grocery Store,0.048545804,2.2,2154,1
Low Fat,ITEM1238,Bakery Products,2008,OUT004,Tier 1,Medium,Grocery Store,0.023386907,0.1,1253,3
Low Fat,ITEM1262,Dairy Products,2001,OUT010,Tier 1,Medium,Grocery Store,0.035668908,2.6,2764,3
Regular,ITEM1269,Bakery Products,2003,OUT004,Tier 1,Medium,Grocery Store,0.06022189,0.3,128,3
Regular,ITEM1277,Beverages,2016,OUT006,Tier 1,Large,Grocery Store,0.07808119,4.6,564,4
Regular,ITEM1296,Beverages,2001,OUT002,Tier 1,Small,Grocery Store,0.099520259,3.2,1841,0
Low Fat,ITEM1299,Dairy Products,2015,OUT007,Tier 1,Medium,Grocery Store,0.005069046,1.6,429,2
Regular,ITEM1303,Beverages,2019,OUT006,Tier 1,Small,Grocery Store,0.036773902,2.1,1954,3
Regular,ITEM1315,Beverages,2011,OUT002,Tier 1,Large,Grocery Store,0.079315621,1.4,2762,0
Regular,ITEM1319,Beverages,2002,OUT003,Tier 1,Large,Grocery Store,0.099025044,3.8,2080,5
Low Fat,ITEM1321,Beverages,2011,OUT006,Tier 1,Medium,Grocery Store,0.018630998,1.2,841,2
Low Fat,ITEM1373,Beverages,2004,OUT008,Tier 1,Large,Grocery Store,0.043735317,3.4,2257,4
Low Fat,ITEM1409,Beverages,2008,OUT005,Tier 1,Small,Grocery Store,0.033491668,2.9,1566,2
Low Fat,ITEM1421,Beverages,2010,OUT002,Tier 1,Medium,Grocery Store,0.052428649,0.9,1796,2
Low Fat,ITEM1423,Dairy Products,2006,OUT006,Tier 1,Large,Grocery Store,0.077263293,0.5,2608,0
Regular,ITEM1429,Beverages,2001,OUT010,Tier 1,Medium,Grocery Store,0.067658491,0.4,905,4
Regular,ITEM1430,Bakery Products,2016,OUT006,Tier 1,Small,Grocery Store,0.059740091,5,396,0
Low Fat,ITEM1442,Dairy Products,2014,OUT010,Tier 1,Small,Grocery Store,0.065260807,0.9,2933,2
Regular,ITEM1501,Beverages,2011,OUT009,Tier 1,Small,Grocery Store,0.053810411,1.1,613,5
Regular,ITEM1507,Dairy Products,2007,OUT007,Tier 1,Small,Grocery Store,0.035534797,1.3,688,2
Regular,ITEM1556,Beverages,2013,OUT008,Tier 1,Large,Grocery Store,0.076379129,0.1,1857,2
Low Fat,ITEM1562,Beverages,2017,OUT009,Tier 1,Small,Grocery Store,0.093844248,1.8,2766,2
Low Fat,ITEM1583,Bakery Products,2004,OUT010,Tier 1,Medium,Grocery Store,0.099935806,0.9,1048,2
Regular,ITEM1589,Bakery Products,2005,OUT004,Tier 1,Small,Grocery Store,0.085256975,0.5,116,2
Regular,ITEM1636,Bakery Products,2011,OUT009,Tier 1,Small,Grocery Store,0.019673096,1.3,209,3
Regular,ITEM1646,Dairy Products,2019,OUT007,Tier 1,Large,Grocery Store,0.095525346,3.3,2196,1
Low Fat,ITEM1649,Dairy Products,2011,OUT006,Tier 1,Small,Grocery Store,0.013794347,4.5,2171,4
Low Fat,ITEM1656,Beverages,2019,OUT006,Tier 1,Medium,Grocery Store,0.019776457,2.3,1432,3
Low Fat,ITEM1662,Beverages,2009,OUT003,Tier 1,Medium,Grocery Store,0.065344213,0.4,63,2
Regular,ITEM1686,Bakery Products,2012,OUT005,Tier 1,Large,Grocery Store,0.069392617,3.4,1460,2
Low Fat,ITEM1702,Bakery Products,2010,OUT006,Tier 1,Large,Grocery Store,0.042987276,2.5,917,3
Low Fat,ITEM1746,Bakery Products,2001,OUT008,Tier 1,Small,Grocery Store,0.020027398,1.8,1297,2
Regular,ITEM1801,Beverages,2010,OUT004,Tier 1,Small,Grocery Store,0.073424796,0.4,1651,1
Regular,ITEM1803,Beverages,2019,OUT004,Tier 1,Large,Grocery Store,0.050901782,3,1577,4
Regular,ITEM1824,Beverages,2007,OUT003,Tier 1,Medium,Grocery Store,0.038543044,3.9,2804,2
Low Fat,ITEM1834,Dairy Products,2011,OUT002,Tier 1,Large,Grocery Store,0.088268446,1.5,2235,1
Low Fat,ITEM1841,Dairy Products,2017,OUT004,Tier 1,Small,Grocery Store,0.000471863,2.9,1885,3
Regular,ITEM1849,Dairy Products,2011,OUT004,Tier 1,Medium,Grocery Store,0.0301713,0.2,1207,0
Regular,ITEM1886,Dairy Products,2013,OUT004,Tier 1,Small,Grocery Store,0.033183074,4.6,108,1
Regular,ITEM1920,Bakery Products,2013,OUT006,Tier 1,Large,Grocery Store,0.029994982,4.6,2030,1
Low Fat,ITEM1941,Dairy Products,2008,OUT008,Tier 1,Large,Grocery Store,0.052885219,3.1,210,5
